review_index,old_relative_path,old_sha256,old_format,archive_decision,archive_folder,sequence_in_destination,new_filename,new_relative_path,action,destination_exists,fb_selected,photo_selected,reason
157,IMG_4032.JPG,1d5235a550d8c89fa2bb1f6c9ae930177ea98a44cad86b80133790edd2d88399,JPEG,保留,02_260713_D2_太宰府_天滿宮,7,260713_D2_IMG4032_太宰府_餐食返程_0007.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4032_太宰府_餐食返程_0007.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
158,IMG_4033.JPG,9ed5ca1b49426cdade8bc194868d681e15813a8056bced9f35a11ea97ff9822a,JPEG,保留,02_260713_D2_太宰府_天滿宮,8,260713_D2_IMG4033_太宰府_餐食返程_0008.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4033_太宰府_餐食返程_0008.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
159,IMG_4034.JPG,bf176c24eaebe83c0c47c3f0295c9918d6397778e9a2ad5d1c2357b039928428,JPEG,保留,02_260713_D2_太宰府_天滿宮,9,260713_D2_IMG4034_太宰府_餐食返程_0009.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4034_太宰府_餐食返程_0009.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
160,IMG_4035.JPG,2b4cb12872a04c6fd44343e0a5208e1d91e59fa665290c9b43a71693a3efe6c5,JPEG,保留,02_260713_D2_太宰府_天滿宮,10,260713_D2_IMG4035_太宰府_餐食返程_0010.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4035_太宰府_餐食返程_0010.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
161,IMG_4036.JPG,a8ae5a55f58bd15028abbb11d5e2e640b5babbf796d7ec2409369fe813159cc2,JPEG,保留,02_260713_D2_太宰府_天滿宮,11,260713_D2_IMG4036_太宰府_餐食返程_0011.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4036_太宰府_餐食返程_0011.JPG,move_and_rename,no,是,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
162,IMG_4037.JPG,0a59ca65942769b639c423375a26bff9174aa371b52ceedec78a41b9ef26fb9d,JPEG,保留,02_260713_D2_太宰府_天滿宮,12,260713_D2_IMG4037_太宰府_餐食返程_0012.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4037_太宰府_餐食返程_0012.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
163,IMG_4038.JPG,92df215fae7be2a2034fc8272e892adba8d46869995f7f61e8b5049583e6a957,JPEG,保留,02_260713_D2_太宰府_天滿宮,13,260713_D2_IMG4038_太宰府_餐食返程_0013.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4038_太宰府_餐食返程_0013.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
164,IMG_4039.JPG,952bdff2b7c9b5843a37d46a6cc0edcc5f505266bf453d839745a775680fbd1e,JPEG,保留,02_260713_D2_太宰府_天滿宮,14,260713_D2_IMG4039_太宰府_餐食返程_0014.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4039_太宰府_餐食返程_0014.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
165,IMG_4040.JPG,79bd3ecd34c5b760aafee1aa86c471f29242826978b72b4a6b87d7be0e5d25ae,JPEG,保留,02_260713_D2_太宰府_天滿宮,15,260713_D2_IMG4040_太宰府_餐食返程_0015.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4040_太宰府_餐食返程_0015.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
166,IMG_4041.JPG,f128f19ab3bc5676af793bdd3611e90cf8ef093a9b0e09d1560a715040e44a62,JPEG,保留,02_260713_D2_太宰府_天滿宮,16,260713_D2_IMG4041_太宰府_餐食返程_0016.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4041_太宰府_餐食返程_0016.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
167,IMG_4042.JPG,7a76d8d21056349c0c4d13791d38700dd8a5a5b2fadb015edd07e7d9ab19f848,JPEG,保留,02_260713_D2_太宰府_天滿宮,17,260713_D2_IMG4042_太宰府_餐食返程_0017.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4042_太宰府_餐食返程_0017.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
168,IMG_4043.JPG,4ef97ba74d65aa587af3cfe1a246b1796a96f1b92b5f0c9b2dfdb2225338f071,JPEG,保留,02_260713_D2_太宰府_天滿宮,18,260713_D2_IMG4043_太宰府_餐食返程_0018.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4043_太宰府_餐食返程_0018.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
169,IMG_4044.JPG,a68ca38f09f674d906d7c7658d613e524513db8a4844807f78b702dd8fd54484,JPEG,保留,02_260713_D2_太宰府_天滿宮,19,260713_D2_IMG4044_太宰府_餐食返程_0019.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4044_太宰府_餐食返程_0019.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
170,IMG_4045.JPG,7c8115c7910fe9c929b555ec48662d24e1f33a5423cf60ec0c528ee0747e5b80,JPEG,保留,02_260713_D2_太宰府_天滿宮,20,260713_D2_IMG4045_太宰府_餐食返程_0020.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4045_太宰府_餐食返程_0020.JPG,move_and_rename,no,是,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
171,IMG_4046.JPG,f79e0363f9e356b2ccb3ebef780c8d3542d41aaf240c170ddb927260a1e08f8a,JPEG,保留,02_260713_D2_太宰府_天滿宮,21,260713_D2_IMG4046_太宰府_餐食返程_0021.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4046_太宰府_餐食返程_0021.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
172,IMG_4047.JPG,99c33a55380f00f905c11ec3247b8c68929fbc2e60d3a6e714379d974cbaf07b,JPEG,保留,02_260713_D2_太宰府_天滿宮,22,260713_D2_IMG4047_太宰府_餐食返程_0022.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4047_太宰府_餐食返程_0022.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
173,IMG_4048.JPG,1bc691ff8ae43ad3e569061272ed3adbbf228f627ab161fa287d8e65ae57553d,JPEG,保留,02_260713_D2_太宰府_天滿宮,23,260713_D2_IMG4048_太宰府_餐食返程_0023.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4048_太宰府_餐食返程_0023.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
174,IMG_4049.JPG,1ff855dd95aec221f7291c645f81b3ebcf82baea45140c0f45aec97e48410ffd,JPEG,保留,02_260713_D2_太宰府_天滿宮,24,260713_D2_IMG4049_太宰府_餐食返程_0024.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4049_太宰府_餐食返程_0024.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
175,IMG_4050.JPG,041d3923d2eddd9beeb459e95fecbb265333659aa119fcbee6498ffae9f0b68c,JPEG,保留,02_260713_D2_太宰府_天滿宮,25,260713_D2_IMG4050_太宰府_餐食返程_0025.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4050_太宰府_餐食返程_0025.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
176,IMG_4051.JPG,2a637f0282cef1b14bcadad4ffdaa291a4a9c0fd1923630db7993f2d84363a49,JPEG,保留,02_260713_D2_太宰府_天滿宮,26,260713_D2_IMG4051_太宰府_餐食返程_0026.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4051_太宰府_餐食返程_0026.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
177,IMG_4052.JPG,b73d3dc92d52eb09cd67257a7c1206e95892ab05a1226aead8c17b6fe87e384d,JPEG,保留,02_260713_D2_太宰府_天滿宮,27,260713_D2_IMG4052_太宰府_餐食返程_0027.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4052_太宰府_餐食返程_0027.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
178,IMG_4053.JPG,a1e35ebcbfc2108bfe5e00a6b7653ef024cea4ed6daa17949dba525034eafd50,JPEG,保留,02_260713_D2_太宰府_天滿宮,28,260713_D2_IMG4053_太宰府_餐食返程_0028.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4053_太宰府_餐食返程_0028.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
179,IMG_4054.JPG,527a6b75f4cee8156189a2ef482f46e3b16dd2f73d65fd19779bfc3789fc1744,JPEG,保留,02_260713_D2_太宰府_天滿宮,29,260713_D2_IMG4054_太宰府_餐食返程_0029.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4054_太宰府_餐食返程_0029.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
180,IMG_4055.JPG,473577fe927910c7bd41d80dee8788bc53dc0f239d12a3a71f2cfbfbecbd24c7,JPEG,保留,02_260713_D2_太宰府_天滿宮,30,260713_D2_IMG4055_太宰府_餐食返程_0030.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4055_太宰府_餐食返程_0030.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
181,IMG_4056.JPG,1c6e5f332ce6a32517cc430cf924dda27d6ae2cca1ca9ac5b34ff5443ba52f45,JPEG,保留,02_260713_D2_太宰府_天滿宮,31,260713_D2_IMG4056_太宰府_餐食返程_0031.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4056_太宰府_餐食返程_0031.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
182,IMG_4057.JPG,6ff234b99cce0edbdffcd88c1360f27f0cc784a9c57c5199311f82184249ff2c,JPEG,保留,02_260713_D2_太宰府_天滿宮,32,260713_D2_IMG4057_太宰府_餐食返程_0032.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4057_太宰府_餐食返程_0032.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
183,IMG_4058.JPG,cfc641642d0b22314c4485a738068e3be2decfdc9877529abddcc43cc74f61a4,JPEG,保留,02_260713_D2_太宰府_天滿宮,33,260713_D2_IMG4058_太宰府_餐食返程_0033.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4058_太宰府_餐食返程_0033.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
184,IMG_4059.JPG,0cf395b81731bb573c4a4de705b7403b7b2df0111ee23c8aeb368586ae91b99e,JPEG,保留,02_260713_D2_太宰府_天滿宮,34,260713_D2_IMG4059_太宰府_餐食返程_0034.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4059_太宰府_餐食返程_0034.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
185,IMG_4060.JPG,9d2b84497b9278079854166b97ad020f25ce822009a82da624d26beabf9a62bc,JPEG,保留,02_260713_D2_太宰府_天滿宮,35,260713_D2_IMG4060_太宰府_餐食返程_0035.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4060_太宰府_餐食返程_0035.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
186,IMG_4061.JPG,baa7d9b6579a77b7f9b37db5b9a702fb31822dfde7141dafa473a82892e0ac46,JPEG,保留,02_260713_D2_太宰府_天滿宮,36,260713_D2_IMG4061_太宰府_餐食返程_0036.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4061_太宰府_餐食返程_0036.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
187,IMG_4062.JPG,94346cf89880a170ddbebd3b44f73ce6c226517ad9f54e9b5234642260a40141,JPEG,保留,02_260713_D2_太宰府_天滿宮,37,260713_D2_IMG4062_太宰府_餐食返程_0037.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4062_太宰府_餐食返程_0037.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
188,IMG_4063.JPG,00028cefff97454370ddec4396f7b2f01d307bb3819c9647488b540bff40b0e8,JPEG,保留,02_260713_D2_太宰府_天滿宮,38,260713_D2_IMG4063_太宰府_餐食返程_0038.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4063_太宰府_餐食返程_0038.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
189,IMG_4064.JPG,863edc38c2442aceeb711640b3344c1139bc57bd079e8f05adf51b29745b7e50,JPEG,保留,02_260713_D2_太宰府_天滿宮,39,260713_D2_IMG4064_太宰府_餐食返程_0039.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4064_太宰府_餐食返程_0039.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
190,IMG_4065.JPG,cfd3c1df820bf7b161995e03ba14a2fd0565dab8152e2d05098b5c5896dedf42,JPEG,保留,02_260713_D2_太宰府_天滿宮,40,260713_D2_IMG4065_太宰府_餐食返程_0040.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4065_太宰府_餐食返程_0040.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
191,IMG_4066.JPG,d5519b06e29429dfe83fc2b59a22fa0961da07a4fbf75e29a988ac0209ca5760,JPEG,保留,02_260713_D2_太宰府_天滿宮,41,260713_D2_IMG4066_太宰府_餐食返程_0041.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4066_太宰府_餐食返程_0041.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
192,IMG_4067.JPG,f1d3f5ebcf25fac598d18d19c4b03e618ab9db8d9b3a0cef41945e5b2b076833,JPEG,保留,02_260713_D2_太宰府_天滿宮,42,260713_D2_IMG4067_太宰府_餐食返程_0042.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4067_太宰府_餐食返程_0042.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
193,IMG_4068.JPG,1a4be54f993b23121438894a6811f0d4e6dcbd9ebbc5dd8685cab9ac68d67bf5,JPEG,保留,02_260713_D2_太宰府_天滿宮,43,260713_D2_IMG4068_太宰府_餐食返程_0043.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4068_太宰府_餐食返程_0043.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
194,IMG_4069.JPG,adb81b853cc6850074e519566e4916e692c071790afe40dcf2869aa0de36f363,JPEG,保留,02_260713_D2_太宰府_天滿宮,44,260713_D2_IMG4069_太宰府_餐食返程_0044.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4069_太宰府_餐食返程_0044.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
195,IMG_4070.JPG,e881b600f4f75cfd76ba0781eba0bec8595ca810b3777d20494cab9139fb818c,JPEG,保留,02_260713_D2_太宰府_天滿宮,45,260713_D2_IMG4070_太宰府_餐食返程_0045.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4070_太宰府_餐食返程_0045.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
196,IMG_4071.JPG,033ed1cde60be9c80210a3ec800efa20272b91bc4772beb93a4071accac544f5,JPEG,保留,02_260713_D2_太宰府_天滿宮,46,260713_D2_IMG4071_太宰府_餐食返程_0046.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4071_太宰府_餐食返程_0046.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
197,IMG_4072.JPG,ea60fd3a43221aa01b4c2d13573fa2c7c9f0a02bc6fa87d53befe4efe89e4ac8,JPEG,保留,02_260713_D2_太宰府_天滿宮,47,260713_D2_IMG4072_太宰府_餐食返程_0047.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4072_太宰府_餐食返程_0047.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
198,IMG_4073.JPG,22e01ce555bcd10da8260b0e4db96a8ddbbc446e08474aeb095a11b4fa74c71f,JPEG,保留,02_260713_D2_太宰府_天滿宮,48,260713_D2_IMG4073_太宰府_餐食返程_0048.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4073_太宰府_餐食返程_0048.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
199,IMG_4074.JPG,f42a18f5c9b201da595b5264d458d1aca13f1386d7ddc0929c207505e6ae7492,JPEG,保留,02_260713_D2_太宰府_天滿宮,49,260713_D2_IMG4074_太宰府_餐食返程_0049.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4074_太宰府_餐食返程_0049.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
200,IMG_4075.JPG,5573aa7df953729b1f1491870067a0153b20c8def7f95ce05a09056fb2866b07,JPEG,保留,02_260713_D2_太宰府_天滿宮,50,260713_D2_IMG4075_太宰府_餐食返程_0050.JPG,02_260713_D2_太宰府_天滿宮/260713_D2_IMG4075_太宰府_餐食返程_0050.JPG,move_and_rename,no,否,否,依 D2 日期／行程分類，保留原始 IMG 編號以便回溯
201,IMG_4076.JPG,6f1b93994514c889419d3a1817042382f3b9b61ad7c28929ae88d6857d80dcec,JPEG,保留,03_260714_D3_櫛田神社_東長寺,1,260714_D3_IMG4076_福岡市區_櫛田神社街景_0001.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4076_福岡市區_櫛田神社街景_0001.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
202,IMG_4077.JPG,5db26ae15c21a470b305501db04cb0c2177707464a8e020f356579944323a4fa,JPEG,保留,03_260714_D3_櫛田神社_東長寺,2,260714_D3_IMG4077_福岡市區_櫛田神社街景_0002.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4077_福岡市區_櫛田神社街景_0002.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
203,IMG_4078.JPG,955920fec9a29a91e6af89532a8507d6ea34b5abd39329bdd40cf23a2ddac48a,JPEG,保留,03_260714_D3_櫛田神社_東長寺,3,260714_D3_IMG4078_福岡市區_櫛田神社街景_0003.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4078_福岡市區_櫛田神社街景_0003.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
204,IMG_4079.JPG,660c5fab0f8fba105b46a67e5b2b04d84018e8bdb683c84269edfc8df31572f0,JPEG,保留,03_260714_D3_櫛田神社_東長寺,4,260714_D3_IMG4079_福岡市區_櫛田神社街景_0004.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4079_福岡市區_櫛田神社街景_0004.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
205,IMG_4080.JPG,08f848e6ee51c197daab2b9cfbc88b050f13a25f4f7d3a40ff543a235553e6f1,JPEG,保留,03_260714_D3_櫛田神社_東長寺,5,260714_D3_IMG4080_福岡市區_櫛田神社街景_0005.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4080_福岡市區_櫛田神社街景_0005.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
206,IMG_4081.JPG,33da306589b15a910a3ffc9eaf9303e1977a8ed85981700db7686e9995e1aff9,JPEG,保留,03_260714_D3_櫛田神社_東長寺,6,260714_D3_IMG4081_福岡市區_櫛田神社街景_0006.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4081_福岡市區_櫛田神社街景_0006.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
207,IMG_4082.JPG,2025d68ed53378fe750afd0de7e2580a3cb0f8ee3ad19d4c9b8f37f290424dca,JPEG,保留,03_260714_D3_櫛田神社_東長寺,7,260714_D3_IMG4082_福岡市區_櫛田神社街景_0007.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4082_福岡市區_櫛田神社街景_0007.JPG,move_and_rename,no,否,是,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
208,IMG_4083.JPG,0e59015d2277ed139d8b84797411f707a1bc16bfa14630c726831a9cefbba87d,JPEG,保留,03_260714_D3_櫛田神社_東長寺,8,260714_D3_IMG4083_福岡市區_櫛田神社街景_0008.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4083_福岡市區_櫛田神社街景_0008.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
209,IMG_4084.JPG,e6c1637e049977b40307256911fd0b70154bcc0cac0c1d739ab823db282c9c3d,JPEG,保留,03_260714_D3_櫛田神社_東長寺,9,260714_D3_IMG4084_福岡市區_櫛田神社街景_0009.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4084_福岡市區_櫛田神社街景_0009.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
210,IMG_4085.JPG,2eafdcc9c1a39edff16dd3d2747e57feaa4c366baaf5d5c658e60ce84eed13d8,JPEG,保留,03_260714_D3_櫛田神社_東長寺,10,260714_D3_IMG4085_福岡市區_櫛田神社街景_0010.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4085_福岡市區_櫛田神社街景_0010.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
211,IMG_4086.JPG,cf99a1b212e2ba6f0bc8eaf2f799753913f347bed3bfd74c8f688bc662b607b3,JPEG,保留,03_260714_D3_櫛田神社_東長寺,11,260714_D3_IMG4086_福岡市區_櫛田神社街景_0011.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4086_福岡市區_櫛田神社街景_0011.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
212,IMG_4087.JPG,dd21721f34d5acbeb896615817eb3c87594ddb64a5d22b3968ef6c475f66f032,JPEG,保留,03_260714_D3_櫛田神社_東長寺,12,260714_D3_IMG4087_福岡市區_櫛田神社街景_0012.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4087_福岡市區_櫛田神社街景_0012.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
213,IMG_4088.JPG,8ed090901eafae7e5473854f4f18cc2d8107024da57bf93bf2cb4923bbba9469,JPEG,保留,03_260714_D3_櫛田神社_東長寺,13,260714_D3_IMG4088_福岡市區_櫛田神社街景_0013.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4088_福岡市區_櫛田神社街景_0013.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
214,IMG_4089.JPG,47acbaea93465d4775941b72df25ea4aaf922610296860d867ea92dac52a33d0,JPEG,保留,03_260714_D3_櫛田神社_東長寺,14,260714_D3_IMG4089_福岡市區_櫛田神社街景_0014.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4089_福岡市區_櫛田神社街景_0014.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
215,IMG_4090.JPG,eb36bb2f19c9875d35558ea390a987f528027b4510b5cca4a7bb18b8e2e8b9cf,JPEG,保留,03_260714_D3_櫛田神社_東長寺,15,260714_D3_IMG4090_福岡市區_櫛田神社街景_0015.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4090_福岡市區_櫛田神社街景_0015.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
216,IMG_4091.JPG,a213415afde0c35878fb1b92a288200c59e61845adceff2de580539213c8a20b,JPEG,保留,03_260714_D3_櫛田神社_東長寺,16,260714_D3_IMG4091_福岡市區_櫛田神社街景_0016.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4091_福岡市區_櫛田神社街景_0016.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
217,IMG_4092.JPG,7b8b0d968475205cb771bbae655a284ce6761cf365c22c41f9b991425c3e4485,JPEG,保留,03_260714_D3_櫛田神社_東長寺,17,260714_D3_IMG4092_福岡市區_櫛田神社街景_0017.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4092_福岡市區_櫛田神社街景_0017.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
218,IMG_4093.JPG,44c750ca491e771b696f7b2c4867c0a294d70199f5ab9b0b36f138ff252af8a8,JPEG,保留,03_260714_D3_櫛田神社_東長寺,18,260714_D3_IMG4093_福岡市區_櫛田神社街景_0018.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4093_福岡市區_櫛田神社街景_0018.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
219,IMG_4094.JPG,6296d91675508e749073d2eb76c77926e180a36c6a9039d46969ad579c286e80,JPEG,保留,03_260714_D3_櫛田神社_東長寺,19,260714_D3_IMG4094_福岡市區_櫛田神社街景_0019.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4094_福岡市區_櫛田神社街景_0019.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
220,IMG_4095.JPG,da1e7ad4553be112d83c42b8c882f9e65007df9b49a98cc7a7532978dbed5269,JPEG,保留,03_260714_D3_櫛田神社_東長寺,20,260714_D3_IMG4095_福岡市區_櫛田神社街景_0020.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4095_福岡市區_櫛田神社街景_0020.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
221,IMG_4097.JPG,adf9f90096ec88038cd38c9800d0620f07117fce0d3bf1acae3c42264767fab7,JPEG,保留,03_260714_D3_櫛田神社_東長寺,21,260714_D3_IMG4097_福岡市區_櫛田神社街景_0021.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4097_福岡市區_櫛田神社街景_0021.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
222,IMG_4098.JPG,2c166fc613031f8da8e80c87effeb0dfbf298fb7c90b311c3ff74fcec08666ae,JPEG,保留,03_260714_D3_櫛田神社_東長寺,22,260714_D3_IMG4098_福岡市區_櫛田神社街景_0022.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4098_福岡市區_櫛田神社街景_0022.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
