review_index,relative_path,format,size_bytes,width,height,captured_at,capture_time_source,sha256,trip_date,trip_day,itinerary,scene,archive_folder,classification_status,classification_confidence,classification_evidence,archive_decision,fb_selected,photo_selected,photo_score,photo_reason,review_note
136,IMG_4011.JPG,JPEG,3640657,5712,4284,,unavailable,f39869dd0e23321892ce59df32ada3ecf83f2add33a2584e37aba3e9d83b5201,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
137,IMG_4012.JPG,JPEG,4717506,5712,4284,,unavailable,6576c42a82a728106ae6e4b8e652210a11f20c92bb2decec11a85e8cdbf84637,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
138,IMG_4013.JPG,JPEG,3638555,5712,4284,,unavailable,a7100c1179baa65a23cf31abf17a70c7dd26853514a6c58f7a27fabc960e6aa7,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
139,IMG_4014.JPG,JPEG,3125767,5712,4284,,unavailable,e4f6b517fb8da3d5595f1458ce0300beffee6bfcf010f07851825a8503b2f982,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
140,IMG_4015.JPG,JPEG,4283260,5712,4284,,unavailable,2420c47b045d5563721dccac7aebf6d06f709eb61eabebb0cc12038842ac1074,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,是,否,,,完成目視檢視；保留作旅程總帳
141,IMG_4016.JPG,JPEG,5299652,5712,4284,,unavailable,708a2e9acd6b48cf100605888a9fe5be0451fdd24293c26cb4c523e7ed1f200a,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
142,IMG_4017.JPG,JPEG,5355050,5712,4284,,unavailable,19442917e8c58ba37e34f97fff9f9f0bf9ee66359b064628942ed65c1c597a18,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
143,IMG_4018.JPG,JPEG,4107858,5712,4284,,unavailable,55461ffac994639dfc84aa4e9e27e3785ee3e2cea50c1a05dfe2acb9855fc3b8,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
144,IMG_4019.JPG,JPEG,5986171,5712,4284,,unavailable,eefc5e29f5012769afb2d74e9d00c9462370538df0d9e8c81f2f5f2e7739cca1,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
145,IMG_4020.JPG,JPEG,7270481,5712,4284,,unavailable,ed047b6eef1dac04e9cb9b313248bccd1a775b2961ecf660c00393227603a6c7,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
146,IMG_4021.JPG,JPEG,6274647,5712,4284,,unavailable,834f6e95cccd1938cd4712a718a0a53c1702cf6d96f88f1d2555574b79e04e4e,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,是,否,,,完成目視檢視；保留作旅程總帳
147,IMG_4022.JPG,JPEG,6722501,5712,4284,,unavailable,08034e0f72b8f271e0304eebf7f1d0c506847c324b8c3574bd3b71dd0838b314,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
148,IMG_4023.JPG,JPEG,6824444,5712,4284,,unavailable,f19c3479428c73a43ea8c29ab94b803c9a9718ce437c92f179bdd3ead68040d1,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
149,IMG_4024.JPG,JPEG,5216771,5712,4284,,unavailable,cb2aeb9547191e7a076e653167fde28b770cf1201fb0ca077e262147d143d8b8,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
150,IMG_4025.JPG,JPEG,3221355,5712,4284,,unavailable,62a730dd7cf0352d716a8071a93efd3905d612ed270dd13e422ded25dc286592,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
151,IMG_4026.JPG,JPEG,2874107,5712,4284,,unavailable,03204b4dbe2380405c2dbedcab25df7c7c5b73e2fa9ef3bbe2c6be62ecbbf4b7,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
152,IMG_4027.JPG,JPEG,4266804,5712,4284,,unavailable,c9c6333c700dca48f4beb1047e09865ce456e57c3faddc882c42b751739a0d66,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
153,IMG_4028.JPG,JPEG,3992457,5712,4284,,unavailable,6f03cfbb3082a50f7bdae37b9b1b176f942aca91a0c243d0f30eac2259e4da54,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
154,IMG_4029.JPG,JPEG,3728846,5712,4284,,unavailable,b886dc81a2d0368ddeb72a6f355d32b75cdc36f1fd5ce781303f3b273fc532ff,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,是,否,,,完成目視檢視；保留作旅程總帳
155,IMG_4030.JPG,JPEG,2665482,5712,4284,,unavailable,968c49288c2882d63df3bb75db0d0aa108a20690f17686d4f92f369fec3c253e,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
156,IMG_4031.JPG,JPEG,3997323,5712,4284,,unavailable,e74abc5739954cc1a1afaa66190d19a6f6cafbbe4b2ec67bf44dd9ad699265c9,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
157,IMG_4032.JPG,JPEG,5032265,5712,4284,,unavailable,1d5235a550d8c89fa2bb1f6c9ae930177ea98a44cad86b80133790edd2d88399,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
158,IMG_4033.JPG,JPEG,2245572,5712,4284,,unavailable,9ed5ca1b49426cdade8bc194868d681e15813a8056bced9f35a11ea97ff9822a,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
159,IMG_4034.JPG,JPEG,3564913,5712,4284,,unavailable,bf176c24eaebe83c0c47c3f0295c9918d6397778e9a2ad5d1c2357b039928428,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
160,IMG_4035.JPG,JPEG,3252735,5712,4284,,unavailable,2b4cb12872a04c6fd44343e0a5208e1d91e59fa665290c9b43a71693a3efe6c5,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
161,IMG_4036.JPG,JPEG,4194758,5712,4284,,unavailable,a8ae5a55f58bd15028abbb11d5e2e640b5babbf796d7ec2409369fe813159cc2,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,是,否,,,完成目視檢視；保留作旅程總帳
162,IMG_4037.JPG,JPEG,4246924,5712,4284,,unavailable,0a59ca65942769b639c423375a26bff9174aa371b52ceedec78a41b9ef26fb9d,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
163,IMG_4038.JPG,JPEG,4164682,5712,4284,,unavailable,92df215fae7be2a2034fc8272e892adba8d46869995f7f61e8b5049583e6a957,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
164,IMG_4039.JPG,JPEG,4448209,5712,4284,,unavailable,952bdff2b7c9b5843a37d46a6cc0edcc5f505266bf453d839745a775680fbd1e,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
165,IMG_4040.JPG,JPEG,4312254,4192,3144,,unavailable,79bd3ecd34c5b760aafee1aa86c471f29242826978b72b4a6b87d7be0e5d25ae,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
166,IMG_4041.JPG,JPEG,5456866,5712,4284,,unavailable,f128f19ab3bc5676af793bdd3611e90cf8ef093a9b0e09d1560a715040e44a62,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
167,IMG_4042.JPG,JPEG,6190382,5712,4284,,unavailable,7a76d8d21056349c0c4d13791d38700dd8a5a5b2fadb015edd07e7d9ab19f848,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
168,IMG_4043.JPG,JPEG,5205238,5712,4284,,unavailable,4ef97ba74d65aa587af3cfe1a246b1796a96f1b92b5f0c9b2dfdb2225338f071,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
169,IMG_4044.JPG,JPEG,4304004,5712,4284,,unavailable,a68ca38f09f674d906d7c7658d613e524513db8a4844807f78b702dd8fd54484,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
170,IMG_4045.JPG,JPEG,5316627,5712,4284,,unavailable,7c8115c7910fe9c929b555ec48662d24e1f33a5423cf60ec0c528ee0747e5b80,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,是,否,,,完成目視檢視；保留作旅程總帳
171,IMG_4046.JPG,JPEG,4536101,5712,4284,,unavailable,f79e0363f9e356b2ccb3ebef780c8d3542d41aaf240c170ddb927260a1e08f8a,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
172,IMG_4047.JPG,JPEG,4808570,5712,4284,,unavailable,99c33a55380f00f905c11ec3247b8c68929fbc2e60d3a6e714379d974cbaf07b,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
173,IMG_4048.JPG,JPEG,3773854,5712,4284,,unavailable,1bc691ff8ae43ad3e569061272ed3adbbf228f627ab161fa287d8e65ae57553d,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
174,IMG_4049.JPG,JPEG,2726675,5712,4284,,unavailable,1ff855dd95aec221f7291c645f81b3ebcf82baea45140c0f45aec97e48410ffd,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
175,IMG_4050.JPG,JPEG,4671884,5712,4284,,unavailable,041d3923d2eddd9beeb459e95fecbb265333659aa119fcbee6498ffae9f0b68c,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
176,IMG_4051.JPG,JPEG,4000282,5712,4284,,unavailable,2a637f0282cef1b14bcadad4ffdaa291a4a9c0fd1923630db7993f2d84363a49,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
177,IMG_4052.JPG,JPEG,5421922,5712,4284,,unavailable,b73d3dc92d52eb09cd67257a7c1206e95892ab05a1226aead8c17b6fe87e384d,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
178,IMG_4053.JPG,JPEG,5448088,5712,4284,,unavailable,a1e35ebcbfc2108bfe5e00a6b7653ef024cea4ed6daa17949dba525034eafd50,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
179,IMG_4054.JPG,JPEG,3134581,5712,4284,,unavailable,527a6b75f4cee8156189a2ef482f46e3b16dd2f73d65fd19779bfc3789fc1744,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
180,IMG_4055.JPG,JPEG,3830932,5712,4284,,unavailable,473577fe927910c7bd41d80dee8788bc53dc0f239d12a3a71f2cfbfbecbd24c7,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
181,IMG_4056.JPG,JPEG,4570503,5712,4284,,unavailable,1c6e5f332ce6a32517cc430cf924dda27d6ae2cca1ca9ac5b34ff5443ba52f45,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
182,IMG_4057.JPG,JPEG,4891459,5712,4284,,unavailable,6ff234b99cce0edbdffcd88c1360f27f0cc784a9c57c5199311f82184249ff2c,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
183,IMG_4058.JPG,JPEG,3145099,5712,4284,,unavailable,cfc641642d0b22314c4485a738068e3be2decfdc9877529abddcc43cc74f61a4,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
184,IMG_4059.JPG,JPEG,3628494,5712,4284,,unavailable,0cf395b81731bb573c4a4de705b7403b7b2df0111ee23c8aeb368586ae91b99e,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
185,IMG_4060.JPG,JPEG,3197394,3672,4896,,unavailable,9d2b84497b9278079854166b97ad020f25ce822009a82da624d26beabf9a62bc,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
186,IMG_4061.JPG,JPEG,3061253,3672,4896,,unavailable,baa7d9b6579a77b7f9b37db5b9a702fb31822dfde7141dafa473a82892e0ac46,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
187,IMG_4062.JPG,JPEG,4890838,5712,4284,,unavailable,94346cf89880a170ddbebd3b44f73ce6c226517ad9f54e9b5234642260a40141,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
188,IMG_4063.JPG,JPEG,3799355,5712,4284,,unavailable,00028cefff97454370ddec4396f7b2f01d307bb3819c9647488b540bff40b0e8,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
189,IMG_4064.JPG,JPEG,2228395,5712,4284,,unavailable,863edc38c2442aceeb711640b3344c1139bc57bd079e8f05adf51b29745b7e50,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
190,IMG_4065.JPG,JPEG,1155018,4032,3024,,unavailable,cfd3c1df820bf7b161995e03ba14a2fd0565dab8152e2d05098b5c5896dedf42,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
191,IMG_4066.JPG,JPEG,1590692,5712,4284,,unavailable,d5519b06e29429dfe83fc2b59a22fa0961da07a4fbf75e29a988ac0209ca5760,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
192,IMG_4067.JPG,JPEG,4096708,5712,4284,,unavailable,f1d3f5ebcf25fac598d18d19c4b03e618ab9db8d9b3a0cef41945e5b2b076833,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
193,IMG_4068.JPG,JPEG,6797239,5712,4284,,unavailable,1a4be54f993b23121438894a6811f0d4e6dcbd9ebbc5dd8685cab9ac68d67bf5,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
194,IMG_4069.JPG,JPEG,2979612,4032,3024,,unavailable,adb81b853cc6850074e519566e4916e692c071790afe40dcf2869aa0de36f363,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
195,IMG_4070.JPG,JPEG,5422202,5712,4284,,unavailable,e881b600f4f75cfd76ba0781eba0bec8595ca810b3777d20494cab9139fb818c,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
196,IMG_4071.JPG,JPEG,5496631,5712,4284,,unavailable,033ed1cde60be9c80210a3ec800efa20272b91bc4772beb93a4071accac544f5,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
197,IMG_4072.JPG,JPEG,3089624,5712,4284,,unavailable,ea60fd3a43221aa01b4c2d13573fa2c7c9f0a02bc6fa87d53befe4efe89e4ac8,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
198,IMG_4073.JPG,JPEG,1208068,4032,3024,,unavailable,22e01ce555bcd10da8260b0e4db96a8ddbbc446e08474aeb095a11b4fa74c71f,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
199,IMG_4074.JPG,JPEG,4861194,5712,4284,,unavailable,f42a18f5c9b201da595b5264d458d1aca13f1386d7ddc0929c207505e6ae7492,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
200,IMG_4075.JPG,JPEG,1777086,4032,3024,,unavailable,5573aa7df953729b1f1491870067a0153b20c8def7f95ce05a09056fb2866b07,260713,D2,太宰府／餐食與返程,咖啡／餐食／列車／市區,02_260713_D2_太宰府_天滿宮,classified,high,太宰府後的咖啡、餐食與返程列車連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
201,IMG_4076.JPG,JPEG,4608570,5712,4284,,unavailable,6f1b93994514c889419d3a1817042382f3b9b61ad7c28929ae88d6857d80dcec,260714,D3,福岡市區／櫛田神社・街區,櫛田神社／街景／購物,03_260714_D3_櫛田神社_東長寺,classified,high,連續出現櫛田神社鳥居與福岡市區街景,保留,否,否,,,完成目視檢視；保留作旅程總帳
202,IMG_4077.JPG,JPEG,5064184,5712,4284,,unavailable,5db26ae15c21a470b305501db04cb0c2177707464a8e020f356579944323a4fa,260714,D3,福岡市區／櫛田神社・街區,櫛田神社／街景／購物,03_260714_D3_櫛田神社_東長寺,classified,high,連續出現櫛田神社鳥居與福岡市區街景,保留,否,否,,,完成目視檢視；保留作旅程總帳
203,IMG_4078.JPG,JPEG,6972526,5712,4284,,unavailable,955920fec9a29a91e6af89532a8507d6ea34b5abd39329bdd40cf23a2ddac48a,260714,D3,福岡市區／櫛田神社・街區,櫛田神社／街景／購物,03_260714_D3_櫛田神社_東長寺,classified,high,連續出現櫛田神社鳥居與福岡市區街景,保留,否,否,,,完成目視檢視；保留作旅程總帳
204,IMG_4079.JPG,JPEG,7344978,5712,4284,,unavailable,660c5fab0f8fba105b46a67e5b2b04d84018e8bdb683c84269edfc8df31572f0,260714,D3,福岡市區／櫛田神社・街區,櫛田神社／街景／購物,03_260714_D3_櫛田神社_東長寺,classified,high,連續出現櫛田神社鳥居與福岡市區街景,保留,否,否,,,完成目視檢視；保留作旅程總帳
205,IMG_4080.JPG,JPEG,7143979,5712,4284,,unavailable,08f848e6ee51c197daab2b9cfbc88b050f13a25f4f7d3a40ff543a235553e6f1,260714,D3,福岡市區／櫛田神社・街區,櫛田神社／街景／購物,03_260714_D3_櫛田神社_東長寺,classified,high,連續出現櫛田神社鳥居與福岡市區街景,保留,否,否,,,完成目視檢視；保留作旅程總帳
206,IMG_4081.JPG,JPEG,5005722,5712,4284,,unavailable,33da306589b15a910a3ffc9eaf9303e1977a8ed85981700db7686e9995e1aff9,260714,D3,福岡市區／櫛田神社・街區,櫛田神社／街景／購物,03_260714_D3_櫛田神社_東長寺,classified,high,連續出現櫛田神社鳥居與福岡市區街景,保留,否,否,,,完成目視檢視；保留作旅程總帳
207,IMG_4082.JPG,JPEG,5523833,5712,4284,,unavailable,2025d68ed53378fe750afd0de7e2580a3cb0f8ee3ad19d4c9b8f37f290424dca,260714,D3,福岡市區／櫛田神社・街區,櫛田神社／街景／購物,03_260714_D3_櫛田神社_東長寺,classified,high,連續出現櫛田神社鳥居與福岡市區街景,保留,否,是,4,街景與寺社元素並置,完成目視檢視；保留作旅程總帳
208,IMG_4083.JPG,JPEG,7185626,5712,4284,,unavailable,0e59015d2277ed139d8b84797411f707a1bc16bfa14630c726831a9cefbba87d,260714,D3,福岡市區／櫛田神社・街區,櫛田神社／街景／購物,03_260714_D3_櫛田神社_東長寺,classified,high,連續出現櫛田神社鳥居與福岡市區街景,保留,否,否,,,完成目視檢視；保留作旅程總帳
209,IMG_4084.JPG,JPEG,7222228,5712,4284,,unavailable,e6c1637e049977b40307256911fd0b70154bcc0cac0c1d739ab823db282c9c3d,260714,D3,福岡市區／櫛田神社・街區,櫛田神社／街景／購物,03_260714_D3_櫛田神社_東長寺,classified,high,連續出現櫛田神社鳥居與福岡市區街景,保留,否,否,,,完成目視檢視；保留作旅程總帳
